bra_id,BRA_id,in_scent_data,in_radiation_data,tier,routes,evidence
Bra021564,BRA021564,0,1,1,terpenoid,"T1 Pfam:PF01397 terpene synthase (TPS, N-term) | T1 Pfam:PF03936 terpene synthase (TPS, C-term) | T2 GO:0016114 terpenoid biosynthetic process | T2 GO:0016102 diterpenoid biosynthetic process | T2 GO:0010334 sesquiterpene synthase activity | T2 GO:0051762 sesquiterpene biosynthetic process | T2 GO:0010333 terpene synthase activity"
Bra021566,BRA021566,0,1,1,terpenoid,"T1 Pfam:PF01397 terpene synthase (TPS, N-term) | T1 Pfam:PF03936 terpene synthase (TPS, C-term) | T2 GO:0016114 terpenoid biosynthetic process | T2 GO:0016102 diterpenoid biosynthetic process | T2 GO:0010334 sesquiterpene synthase activity | T2 GO:0051762 sesquiterpene biosynthetic process | T2 GO:0010333 terpene synthase activity"
Bra022379,BRA022379,0,1,2,ester;fatty_acid_GLV,T2 GO:0080032 methyl jasmonate esterase activity | T2 GO:0009694 jasmonic acid metabolic process | T2 GO:0080031 methyl salicylate esterase activity
Bra022476,BRA022476,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra022535,BRA022535,1,1,1,fatty_acid_GLV,T1 Pfam:PF00305 lipoxygenase (LOX; green-leaf-volatile route)
Bra022537,BRA022537,1,1,2,benzenoid_phenylpropanoid,T2 GO:0008171 O-methyltransferase activity
Bra022603,BRA022603,0,1,1,ester,T1 Pfam:PF03492 SABATH methyltransferase (methyl-benzoate/-salicylate/-jasmonate)
Bra022700,BRA022700,1,1,2,benzenoid_phenylpropanoid,T2 Pfam:PF00891 O-methyltransferase (benzenoid volatiles; also lignin) | T2 GO:0008171 O-methyltransferase activity
Bra022862,BRA022862,0,1,2,fatty_acid_GLV,T2 GO:0009695 jasmonic acid biosynthetic process
Bra023191,BRA023191,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra023565,BRA023565,0,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra023829,BRA023829,1,1,1,fatty_acid_GLV,T1 Pfam:PF00305 lipoxygenase (LOX; green-leaf-volatile route)
Bra023973,BRA023973,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra024128,BRA024128,0,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra024129,BRA024129,0,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra024131,BRA024131,0,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra024134,BRA024134,0,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra024450,BRA024450,0,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra024546,BRA024546,0,1,2,benzenoid_phenylpropanoid,T2 GO:0009699 phenylpropanoid biosynthetic process
Bra024701,BRA024701,1,1,2,terpenoid,T2 GO:0016114 terpenoid biosynthetic process
Bra025160,BRA025160,0,1,2,fatty_acid_GLV,T2 GO:0009695 jasmonic acid biosynthetic process
Bra025163,BRA025163,1,1,1,terpenoid,"T1 Pfam:PF01397 terpene synthase (TPS, N-term) | T1 Pfam:PF03936 terpene synthase (TPS, C-term) | T2 GO:0016114 terpenoid biosynthetic process | T2 GO:0016102 diterpenoid biosynthetic process | T2 GO:0010333 terpene synthase activity"
Bra025164,BRA025164,1,1,1,terpenoid,"T1 Pfam:PF01397 terpene synthase (TPS, N-term) | T1 Pfam:PF03936 terpene synthase (TPS, C-term) | T2 GO:0016114 terpenoid biosynthetic process | T2 GO:0016102 diterpenoid biosynthetic process | T2 GO:0010333 terpene synthase activity"
Bra025401,BRA025401,0,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra025402,BRA025402,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra025403,BRA025403,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra025404,BRA025404,1,1,2,ester;fatty_acid_GLV,T2 GO:0080032 methyl jasmonate esterase activity | T2 GO:0009694 jasmonic acid metabolic process | T2 GO:0080031 methyl salicylate esterase activity
Bra025527,BRA025527,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra025614,BRA025614,1,1,2,ester;fatty_acid_GLV,T2 GO:0080032 methyl jasmonate esterase activity | T2 GO:0009694 jasmonic acid metabolic process | T2 GO:0080031 methyl salicylate esterase activity
Bra025753,BRA025753,1,1,1,ester,T1 Pfam:PF03492 SABATH methyltransferase (methyl-benzoate/-salicylate/-jasmonate)
Bra025874,BRA025874,1,1,2,benzenoid_phenylpropanoid,T2 Pfam:PF00891 O-methyltransferase (benzenoid volatiles; also lignin) | T2 GO:0008171 O-methyltransferase activity
Bra025875,BRA025875,1,1,2,benzenoid_phenylpropanoid,T2 Pfam:PF00891 O-methyltransferase (benzenoid volatiles; also lignin) | T2 GO:0008171 O-methyltransferase activity
Bra025876,BRA025876,0,1,2,benzenoid_phenylpropanoid,T2 Pfam:PF00891 O-methyltransferase (benzenoid volatiles; also lignin) | T2 GO:0008171 O-methyltransferase activity
Bra026163,BRA026163,0,1,1,ester,T1 Pfam:PF03492 SABATH methyltransferase (methyl-benzoate/-salicylate/-jasmonate)
Bra026320,BRA026320,0,1,2,benzenoid_phenylpropanoid,T2 Pfam:PF00891 O-methyltransferase (benzenoid volatiles; also lignin) | T2 GO:0008171 O-methyltransferase activity
Bra026440,BRA026440,1,1,1,ester,T1 Pfam:PF03492 SABATH methyltransferase (methyl-benzoate/-salicylate/-jasmonate)
Bra026453,BRA026453,1,1,2,benzenoid_phenylpropanoid,T2 GO:0008171 O-methyltransferase activity
Bra026454,BRA026454,1,1,2,benzenoid_phenylpropanoid,T2 GO:0008171 O-methyltransferase activity
Bra026472,BRA026472,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra026473,BRA026473,0,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra027079,BRA027079,1,1,1,terpenoid,"T1 Pfam:PF03936 terpene synthase (TPS, C-term) | T2 GO:0016114 terpenoid biosynthetic process | T2 GO:0010333 terpene synthase activity"
Bra027098,BRA027098,1,1,1,terpenoid,"T1 Pfam:PF01397 terpene synthase (TPS, N-term) | T1 Pfam:PF03936 terpene synthase (TPS, C-term) | T2 GO:0016114 terpenoid biosynthetic process | T2 GO:0016102 diterpenoid biosynthetic process | T2 GO:0010333 terpene synthase activity"
Bra027099,BRA027099,0,1,2,terpenoid,T2 GO:0010333 terpene synthase activity | T2 GO:0016114 terpenoid biosynthetic process
Bra027336,BRA027336,1,1,1,apocarotenoid,T1 Pfam:PF03055 carotenoid cleavage dioxygenase (CCD; caveat: incl. NCED/ABA) | T2 GO:0010436 carotenoid dioxygenase activity
Bra027410,BRA027410,1,1,2,benzenoid_phenylpropanoid,T2 GO:0009699 phenylpropanoid biosynthetic process
Bra027608,BRA027608,1,1,1,terpenoid,"T1 Pfam:PF03936 terpene synthase (TPS, C-term) | T2 GO:0016114 terpenoid biosynthetic process | T2 GO:0010333 terpene synthase activity"
Bra027609,BRA027609,1,1,1,terpenoid,"T1 Pfam:PF01397 terpene synthase (TPS, N-term) | T1 Pfam:PF03936 terpene synthase (TPS, C-term) | T2 GO:0016114 terpenoid biosynthetic process | T2 GO:0010334 sesquiterpene synthase activity | T2 GO:0051762 sesquiterpene biosynthetic process | T2 GO:0010333 terpene synthase activity"
Bra027672,BRA027672,1,1,2,terpenoid,T2 GO:0016114 terpenoid biosynthetic process
Bra027770,BRA027770,1,1,2,terpenoid,T2 GO:0016114 terpenoid biosynthetic process
Bra027815,BRA027815,1,1,2,benzenoid_phenylpropanoid,T2 Pfam:PF00891 O-methyltransferase (benzenoid volatiles; also lignin) | T2 GO:0008171 O-methyltransferase activity
Bra027931,BRA027931,1,1,1,terpenoid,"T1 Pfam:PF01397 terpene synthase (TPS, N-term) | T1 Pfam:PF03936 terpene synthase (TPS, C-term) | T2 GO:0016114 terpenoid biosynthetic process | T2 GO:0016102 diterpenoid biosynthetic process | T2 GO:0010334 sesquiterpene synthase activity | T2 GO:0051762 sesquiterpene biosynthetic process | T2 GO:0010333 terpene synthase activity"
Bra028024,BRA028024,1,1,2,ester;fatty_acid_GLV,T2 GO:0080032 methyl jasmonate esterase activity | T2 GO:0009694 jasmonic acid metabolic process | T2 GO:0080031 methyl salicylate esterase activity
Bra028166,BRA028166,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra028199,BRA028199,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra028224,BRA028224,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra028235,BRA028235,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra028251,BRA028251,0,1,1,terpenoid,"T1 Pfam:PF01397 terpene synthase (TPS, N-term) | T1 Pfam:PF03936 terpene synthase (TPS, C-term) | T2 GO:0016114 terpenoid biosynthetic process | T2 GO:0016102 diterpenoid biosynthetic process | T2 GO:0010334 sesquiterpene synthase activity | T2 GO:0051762 sesquiterpene biosynthetic process | T2 GO:0010333 terpene synthase activity"
Bra028366,BRA028366,0,1,2,benzenoid_phenylpropanoid,T2 GO:0009699 phenylpropanoid biosynthetic process
Bra028399,BRA028399,1,1,1,ester,T1 Pfam:PF03492 SABATH methyltransferase (methyl-benzoate/-salicylate/-jasmonate)
Bra028426,BRA028426,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra028482,BRA028482,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra028681,BRA028681,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra028682,BRA028682,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra028793,BRA028793,1,1,2,benzenoid_phenylpropanoid,T2 Pfam:PF00221 phenylalanine ammonia-lyase (PAL; phenylpropanoid entry)
Bra028858,BRA028858,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra028859,BRA028859,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra028893,BRA028893,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra028937,BRA028937,1,1,1,ester,T1 Pfam:PF03492 SABATH methyltransferase (methyl-benzoate/-salicylate/-jasmonate)
Bra029041,BRA029041,1,1,2,benzenoid_phenylpropanoid,T2 Pfam:PF00891 O-methyltransferase (benzenoid volatiles; also lignin) | T2 GO:0008171 O-methyltransferase activity
Bra029185,BRA029185,1,1,2,benzenoid_phenylpropanoid,T2 GO:0008171 O-methyltransferase activity
Bra029388,BRA029388,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra029831,BRA029831,1,1,2,benzenoid_phenylpropanoid,T2 Pfam:PF00221 phenylalanine ammonia-lyase (PAL; phenylpropanoid entry)
Bra029875,BRA029875,1,1,2,ester;fatty_acid_GLV,T2 GO:0080032 methyl jasmonate esterase activity | T2 GO:0009694 jasmonic acid metabolic process | T2 GO:0080031 methyl salicylate esterase activity
Bra029884,BRA029884,1,1,2,terpenoid,T2 GO:0051762 sesquiterpene biosynthetic process
Bra029999,BRA029999,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra030000,BRA030000,0,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra030012,BRA030012,0,1,1,ester,T1 Pfam:PF03492 SABATH methyltransferase (methyl-benzoate/-salicylate/-jasmonate)
Bra030190,BRA030190,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra030195,BRA030195,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra030279,BRA030279,0,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra030322,BRA030322,1,1,2,benzenoid_phenylpropanoid,T2 Pfam:PF00221 phenylalanine ammonia-lyase (PAL; phenylpropanoid entry)
Bra030351,BRA030351,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra030359,BRA030359,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra030360,BRA030360,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra030550,BRA030550,0,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra030701,BRA030701,1,1,2,benzenoid_phenylpropanoid,T2 GO:0009699 phenylpropanoid biosynthetic process
Bra030876,BRA030876,1,1,2,benzenoid_phenylpropanoid,T2 GO:0009699 phenylpropanoid biosynthetic process
Bra030878,BRA030878,1,1,2,benzenoid_phenylpropanoid,T2 GO:0009699 phenylpropanoid biosynthetic process
Bra030988,BRA030988,1,1,1,fatty_acid_GLV,T1 Pfam:PF00305 lipoxygenase (LOX; green-leaf-volatile route)
Bra031161,BRA031161,1,1,2,benzenoid_phenylpropanoid,T2 GO:0009699 phenylpropanoid biosynthetic process
Bra031162,BRA031162,1,1,2,benzenoid_phenylpropanoid,T2 GO:0009699 phenylpropanoid biosynthetic process
Bra031989,BRA031989,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra031990,BRA031990,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra032155,BRA032155,1,1,2,ester;fatty_acid_GLV,T2 GO:0080032 methyl jasmonate esterase activity | T2 GO:0009694 jasmonic acid metabolic process | T2 GO:0080031 methyl salicylate esterase activity
Bra032157,BRA032157,0,1,2,ester;fatty_acid_GLV,T2 GO:0080032 methyl jasmonate esterase activity | T2 GO:0009694 jasmonic acid metabolic process | T2 GO:0080031 methyl salicylate esterase activity
Bra032158,BRA032158,0,1,2,ester;fatty_acid_GLV,T2 GO:0080032 methyl jasmonate esterase activity | T2 GO:0009694 jasmonic acid metabolic process | T2 GO:0080031 methyl salicylate esterase activity
Bra032159,BRA032159,0,1,2,ester;fatty_acid_GLV,T2 GO:0080032 methyl jasmonate esterase activity | T2 GO:0009694 jasmonic acid metabolic process | T2 GO:0080031 methyl salicylate esterase activity
Bra032160,BRA032160,1,1,2,ester;fatty_acid_GLV,T2 GO:0080032 methyl jasmonate esterase activity | T2 GO:0009694 jasmonic acid metabolic process | T2 GO:0080031 methyl salicylate esterase activity
Bra032161,BRA032161,0,1,2,ester;fatty_acid_GLV,T2 GO:0080032 methyl jasmonate esterase activity | T2 GO:0009694 jasmonic acid metabolic process | T2 GO:0080031 methyl salicylate esterase activity
Bra032304,BRA032304,0,1,1,ester,T1 Pfam:PF03492 SABATH methyltransferase (methyl-benzoate/-salicylate/-jasmonate)
Bra032359,BRA032359,1,1,1,apocarotenoid,T1 Pfam:PF03055 carotenoid cleavage dioxygenase (CCD; caveat: incl. NCED/ABA) | T2 GO:0010436 carotenoid dioxygenase activity
Bra032718,BRA032718,0,1,2,benzenoid_phenylpropanoid,T2 GO:0009699 phenylpropanoid biosynthetic process
Bra032743,BRA032743,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra032744,BRA032744,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra032805,BRA032805,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra032837,BRA032837,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra032918,BRA032918,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra033050,BRA033050,0,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra033107,BRA033107,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra033110,BRA033110,1,1,2,ester;fatty_acid_GLV,T2 GO:0080032 methyl jasmonate esterase activity | T2 GO:0009694 jasmonic acid metabolic process | T2 GO:0080031 methyl salicylate esterase activity
Bra033152,BRA033152,1,1,2,benzenoid_phenylpropanoid,T2 GO:0009699 phenylpropanoid biosynthetic process
Bra033395,BRA033395,0,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra033495,BRA033495,1,1,2,terpenoid,T2 GO:0016114 terpenoid biosynthetic process
Bra033498,BRA033498,0,1,2,benzenoid_phenylpropanoid,T2 Pfam:PF00891 O-methyltransferase (benzenoid volatiles; also lignin) | T2 GO:0008171 O-methyltransferase activity
Bra033526,BRA033526,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra033733,BRA033733,1,1,2,benzenoid_phenylpropanoid,T2 Pfam:PF00891 O-methyltransferase (benzenoid volatiles; also lignin) | T2 GO:0008171 O-methyltransferase activity
Bra033964,BRA033964,0,1,1,ester,T1 Pfam:PF03492 SABATH methyltransferase (methyl-benzoate/-salicylate/-jasmonate)
Bra033967,BRA033967,0,1,2,benzenoid_phenylpropanoid,T2 GO:0008171 O-methyltransferase activity
Bra033968,BRA033968,1,1,2,benzenoid_phenylpropanoid,T2 GO:0008171 O-methyltransferase activity
Bra033991,BRA033991,1,1,1,fatty_acid_GLV,T1 Pfam:PF00305 lipoxygenase (LOX; green-leaf-volatile route)
Bra034150,BRA034150,1,1,2,ester;fatty_acid_GLV,T2 GO:0080032 methyl jasmonate esterase activity | T2 GO:0009694 jasmonic acid metabolic process | T2 GO:0080031 methyl salicylate esterase activity
Bra034255,BRA034255,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra034387,BRA034387,1,1,2,benzenoid_phenylpropanoid,T2 GO:0008171 O-methyltransferase activity
Bra034600,BRA034600,1,1,2,benzenoid_phenylpropanoid,T2 GO:0008171 O-methyltransferase activity
Bra034677,BRA034677,1,1,2,benzenoid_phenylpropanoid,T2 Pfam:PF00891 O-methyltransferase (benzenoid volatiles; also lignin) | T2 GO:0008171 O-methyltransferase activity
Bra034678,BRA034678,0,1,2,benzenoid_phenylpropanoid,T2 Pfam:PF00891 O-methyltransferase (benzenoid volatiles; also lignin) | T2 GO:0008171 O-methyltransferase activity
Bra034836,BRA034836,1,1,1,ester,T1 Pfam:PF03492 SABATH methyltransferase (methyl-benzoate/-salicylate/-jasmonate)
Bra034838,BRA034838,1,1,1,ester,T1 Pfam:PF03492 SABATH methyltransferase (methyl-benzoate/-salicylate/-jasmonate)
Bra034872,BRA034872,0,1,2,benzenoid_phenylpropanoid,T2 GO:0009699 phenylpropanoid biosynthetic process
Bra035033,BRA035033,1,1,1,apocarotenoid,T1 Pfam:PF03055 carotenoid cleavage dioxygenase (CCD; caveat: incl. NCED/ABA) | T2 GO:0010436 carotenoid dioxygenase activity
Bra035081,BRA035081,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra035120,BRA035120,1,1,1,terpenoid,"T1 Pfam:PF01397 terpene synthase (TPS, N-term) | T1 Pfam:PF03936 terpene synthase (TPS, C-term) | T2 GO:0016114 terpenoid biosynthetic process | T2 GO:0016102 diterpenoid biosynthetic process | T2 GO:0010333 terpene synthase activity"
Bra035243,BRA035243,0,1,2,benzenoid_phenylpropanoid,T2 GO:0009699 phenylpropanoid biosynthetic process
Bra035320,BRA035320,1,1,2,fatty_acid_GLV,T2 GO:0009695 jasmonic acid biosynthetic process
Bra035323,BRA035323,0,1,2,benzenoid_phenylpropanoid,T2 GO:0009699 phenylpropanoid biosynthetic process
Bra035334,BRA035334,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra035481,BRA035481,1,1,2,benzenoid_phenylpropanoid,T2 Pfam:PF00891 O-methyltransferase (benzenoid volatiles; also lignin) | T2 GO:0008171 O-methyltransferase activity
Bra035482,BRA035482,1,1,2,benzenoid_phenylpropanoid,T2 Pfam:PF00891 O-methyltransferase (benzenoid volatiles; also lignin) | T2 GO:0008171 O-methyltransferase activity
Bra035675,BRA035675,0,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra035680,BRA035680,1,1,2,benzenoid_phenylpropanoid,T2 GO:0009699 phenylpropanoid biosynthetic process
Bra035927,BRA035927,1,1,1,terpenoid,"T1 Pfam:PF01397 terpene synthase (TPS, N-term) | T1 Pfam:PF03936 terpene synthase (TPS, C-term) | T2 GO:0016114 terpenoid biosynthetic process | T2 GO:0016102 diterpenoid biosynthetic process | T2 GO:0010334 sesquiterpene synthase activity | T2 GO:0051762 sesquiterpene biosynthetic process | T2 GO:0010333 terpene synthase activity"
Bra036069,BRA036069,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra036207,BRA036207,0,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra036208,BRA036208,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra036239,BRA036239,1,1,1,terpenoid,"T1 Pfam:PF01397 terpene synthase (TPS, N-term) | T2 GO:0016114 terpenoid biosynthetic process | T2 GO:0010333 terpene synthase activity"
Bra036480,BRA036480,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra036601,BRA036601,0,1,1,ester,T1 Pfam:PF03492 SABATH methyltransferase (methyl-benzoate/-salicylate/-jasmonate)
Bra036738,BRA036738,1,1,2,ester;fatty_acid_GLV,T2 GO:0080032 methyl jasmonate esterase activity | T2 GO:0009694 jasmonic acid metabolic process | T2 GO:0080031 methyl salicylate esterase activity
Bra036847,BRA036847,0,1,1,ester,T1 Pfam:PF03492 SABATH methyltransferase (methyl-benzoate/-salicylate/-jasmonate)
Bra036946,BRA036946,1,1,2,fatty_acid_GLV,T2 GO:0009694 jasmonic acid metabolic process
Bra037126,BRA037126,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra037763,BRA037763,0,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra037891,BRA037891,1,1,2,ester;fatty_acid_GLV,T2 GO:0080032 methyl jasmonate esterase activity | T2 GO:0009694 jasmonic acid metabolic process | T2 GO:0080031 methyl salicylate esterase activity
Bra037985,BRA037985,1,1,2,benzenoid_phenylpropanoid,T2 GO:0009699 phenylpropanoid biosynthetic process
Bra037986,BRA037986,1,1,2,benzenoid_phenylpropanoid,T2 GO:0009699 phenylpropanoid biosynthetic process
Bra037987,BRA037987,1,1,2,benzenoid_phenylpropanoid,T2 GO:0009699 phenylpropanoid biosynthetic process
Bra038086,BRA038086,0,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra038320,BRA038320,1,1,2,ester;fatty_acid_GLV,T2 GO:0080032 methyl jasmonate esterase activity | T2 GO:0009694 jasmonic acid metabolic process | T2 GO:0080031 methyl salicylate esterase activity
Bra038396,BRA038396,0,1,2,benzenoid_phenylpropanoid,T2 Pfam:PF00891 O-methyltransferase (benzenoid volatiles; also lignin) | T2 GO:0008171 O-methyltransferase activity
Bra038414,BRA038414,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra038499,BRA038499,1,1,2,ester;fatty_acid_GLV,T2 GO:0080032 methyl jasmonate esterase activity | T2 GO:0009694 jasmonic acid metabolic process | T2 GO:0080031 methyl salicylate esterase activity
Bra038504,BRA038504,1,1,1,terpenoid,"T1 Pfam:PF01397 terpene synthase (TPS, N-term) | T1 Pfam:PF03936 terpene synthase (TPS, C-term) | T2 GO:0016114 terpenoid biosynthetic process | T2 GO:0016102 diterpenoid biosynthetic process | T2 GO:0010333 terpene synthase activity"
Bra038514,BRA038514,0,1,1,ester,T1 Pfam:PF03492 SABATH methyltransferase (methyl-benzoate/-salicylate/-jasmonate)
Bra038561,BRA038561,0,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra038569,BRA038569,1,1,1,terpenoid,"T1 Pfam:PF01397 terpene synthase (TPS, N-term) | T1 Pfam:PF03936 terpene synthase (TPS, C-term) | T2 GO:0016114 terpenoid biosynthetic process | T2 GO:0016102 diterpenoid biosynthetic process | T2 GO:0010333 terpene synthase activity"
Bra038645,BRA038645,0,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra038694,BRA038694,0,1,2,benzenoid_phenylpropanoid,T2 GO:0009699 phenylpropanoid biosynthetic process
Bra038873,BRA038873,0,1,1,ester,T1 Pfam:PF03492 SABATH methyltransferase (methyl-benzoate/-salicylate/-jasmonate)
Bra038929,BRA038929,1,1,2,benzenoid_phenylpropanoid,T2 GO:0009699 phenylpropanoid biosynthetic process
Bra039202,BRA039202,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra039203,BRA039203,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra039206,BRA039206,1,1,2,ester;fatty_acid_GLV,T2 GO:0080032 methyl jasmonate esterase activity | T2 GO:0009694 jasmonic acid metabolic process | T2 GO:0080031 methyl salicylate esterase activity
Bra039238,BRA039238,1,1,1,terpenoid,"T1 Pfam:PF01397 terpene synthase (TPS, N-term) | T1 Pfam:PF03936 terpene synthase (TPS, C-term) | T2 GO:0010333 terpene synthase activity"
Bra039519,BRA039519,0,1,1,terpenoid,"T1 Pfam:PF01397 terpene synthase (TPS, N-term) | T1 Pfam:PF03936 terpene synthase (TPS, C-term) | T2 GO:0016114 terpenoid biosynthetic process | T2 GO:0016102 diterpenoid biosynthetic process | T2 GO:0010334 sesquiterpene synthase activity | T2 GO:0051762 sesquiterpene biosynthetic process | T2 GO:0010333 terpene synthase activity"
Bra039555,BRA039555,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra039556,BRA039556,1,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra039777,BRA039777,1,1,2,benzenoid_phenylpropanoid,T2 Pfam:PF00221 phenylalanine ammonia-lyase (PAL; phenylpropanoid entry)
Bra039853,BRA039853,1,1,2,benzenoid_phenylpropanoid,T2 GO:0008171 O-methyltransferase activity
Bra039928,BRA039928,0,1,2,ester,T2 Pfam:PF02458 BAHD acyltransferase (volatile esters; broad family)
Bra039948,BRA039948,1,1,1,fatty_acid_GLV,T1 Pfam:PF00305 lipoxygenase (LOX; green-leaf-volatile route)
Bra040330,BRA040330,1,1,1,apocarotenoid,T1 Pfam:PF03055 carotenoid cleavage dioxygenase (CCD; caveat: incl. NCED/ABA)
Bra040354,BRA040354,0,1,1,terpenoid,"T1 Pfam:PF03936 terpene synthase (TPS, C-term) | T2 GO:0016114 terpenoid biosynthetic process | T2 GO:0010333 terpene synthase activity"
Bra040449,BRA040449,1,1,1,apocarotenoid,T1 Pfam:PF03055 carotenoid cleavage dioxygenase (CCD; caveat: incl. NCED/ABA) | T2 GO:0010436 carotenoid dioxygenase activity
