pathway_id	brapa_gene	arabidopsis_agi	symbol
ath00740	Bra011128	AT4G29680	AT4G29680
ath00760	Bra011128	AT4G29680	AT4G29680
ath00770	Bra011128	AT4G29680	AT4G29680
ath01100	Bra011128	AT4G29680	AT4G29680
ath01110	Bra011128	AT4G29680	AT4G29680
ath01232	Bra011128	AT4G29680	AT4G29680
ath00330	Bra011132	AT4G29720	PAO5
ath00410	Bra011132	AT4G29720	PAO5
ath01100	Bra011132	AT4G29720	PAO5
ath04016	Bra011137	AT4G29810	MKK2
ath03015	Bra011138	AT4G29820	CFIM-25
ath03018	Bra011139	AT4G29830	VIP3
ath00510	Bra011143	AT4G29870	AT4G29870
ath00513	Bra011143	AT4G29870	AT4G29870
ath04141	Bra011143	AT4G29870	AT4G29870
ath00790	Bra011157	AT4G30000	AT4G30000
ath01100	Bra011157	AT4G30000	AT4G30000
ath01240	Bra011157	AT4G30000	AT4G30000
ath04075	Bra011162	AT4G30080	ARF16
ath00561	Bra011184	AT4G30340	DGK7
ath00564	Bra011184	AT4G30340	DGK7
ath01100	Bra011184	AT4G30340	DGK7
ath01110	Bra011184	AT4G30340	DGK7
ath04070	Bra011184	AT4G30340	DGK7
ath04075	Bra011186	AT4G30360	CNGC17
ath04626	Bra011186	AT4G30360	CNGC17
ath00053	Bra011194	AT4G30440	GAE1
ath00520	Bra011194	AT4G30440	GAE1
ath01100	Bra011194	AT4G30440	GAE1
ath01240	Bra011194	AT4G30440	GAE1
ath01250	Bra011194	AT4G30440	GAE1
ath03060	Bra011198	AT2G23940	AT2G23940
ath04136	Bra011222	AT4G30790	AT4G30790
ath04081	Bra011228	AT4G30850	HHP2
ath00480	Bra011232	AT4G30920	LAP2
ath01100	Bra011232	AT4G30920	LAP2
ath00785	Bra011244	AT4G31050	AT4G31050
ath01100	Bra011244	AT4G31050	AT4G31050
ath01240	Bra011244	AT4G31050	AT4G31050
ath00500	Bra011249	AT4G31140	AT4G31140
ath01100	Bra011249	AT4G31140	AT4G31140
ath00970	Bra011251	AT4G31180	AT4G31180
ath00480	Bra011256	AT4G31290	AT4G31290
ath01100	Bra011256	AT4G31290	AT4G31290
ath03010	Bra011275	AT4G31460	AT4G31460
ath03022	Bra011293	AT4G31720	TAFII15
ath00190	Bra011329	AT4G32260	PDE334
ath00195	Bra011329	AT4G32260	PDE334
ath01100	Bra011329	AT4G32260	PDE334
ath00040	Bra011341	AT4G32370	AT4G32370
ath01100	Bra011341	AT4G32370	AT4G32370
ath00190	Bra011352	AT2G25610	AT2G25610
ath01100	Bra011352	AT2G25610	AT2G25610
ath04142	Bra011352	AT2G25610	AT2G25610
ath04145	Bra011352	AT2G25610	AT2G25610
ath00380	Bra011354	AT4G32540	YUC1
ath01100	Bra011354	AT4G32540	YUC1
ath04075	Bra011354	AT4G32540	YUC1
ath04141	Bra011366	AT4G32640	AT4G32640
ath00906	Bra011384	AT4G32810	CCD8
ath01110	Bra011384	AT4G32810	CCD8
ath00010	Bra011387	AT4G32840	PFK6
ath00030	Bra011387	AT4G32840	PFK6
ath00051	Bra011387	AT4G32840	PFK6
ath00052	Bra011387	AT4G32840	PFK6
ath01100	Bra011387	AT4G32840	PFK6
ath01110	Bra011387	AT4G32840	PFK6
ath01200	Bra011387	AT4G32840	PFK6
ath01230	Bra011387	AT4G32840	PFK6
ath03018	Bra011387	AT4G32840	PFK6
ath03013	Bra011395	AT4G32910	AT4G32910
ath04142	Bra011398	AT4G32940	GAMMA-VPE
ath00260	Bra011405	AT4G33010	GLDP1
ath00630	Bra011405	AT4G33010	GLDP1
ath00670	Bra011405	AT4G33010	GLDP1
ath00785	Bra011405	AT4G33010	GLDP1
ath01100	Bra011405	AT4G33010	GLDP1
ath01110	Bra011405	AT4G33010	GLDP1
ath01200	Bra011405	AT4G33010	GLDP1
ath00310	Bra011422	AT4G33150	AT4G33150
ath01100	Bra011422	AT4G33150	AT4G33150
ath01110	Bra011422	AT4G33150	AT4G33150
ath04814	Bra011426	AT4G33200	XI-I
ath00562	Bra011429	AT4G33240	FAB1A
ath01100	Bra011429	AT4G33240	FAB1A
ath04070	Bra011429	AT4G33240	FAB1A
ath04142	Bra011429	AT4G33240	FAB1A
ath04145	Bra011429	AT4G33240	FAB1A
ath04120	Bra011430	AT4G33270	CDC20.1
ath00400	Bra011449	AT4G33510	DHS2
ath01100	Bra011449	AT4G33510	DHS2
ath01110	Bra011449	AT4G33510	DHS2
ath01230	Bra011449	AT4G33510	DHS2
ath04016	Bra011450	AT4G33520	PAA1
ath00300	Bra011461	AT4G33680	AGD2
ath01100	Bra011461	AT4G33680	AGD2
ath01110	Bra011461	AT4G33680	AGD2
ath01230	Bra011461	AT4G33680	AGD2
ath04016	Bra011464	AT4G33720	AT4G33720
ath04075	Bra011464	AT4G33720	AT4G33720
ath04626	Bra011464	AT4G33720	AT4G33720
ath04016	Bra011465	AT4G33730	AT4G33730
ath04075	Bra011465	AT4G33730	AT4G33730
ath04626	Bra011465	AT4G33730	AT4G33730
ath00970	Bra011467	AT4G33760	AT4G33760
ath00562	Bra011468	AT4G33770	AT4G33770
ath01100	Bra011468	AT4G33770	AT4G33770
ath04070	Bra011468	AT4G33770	AT4G33770
ath00073	Bra011470	AT4G33790	CER4
ath01110	Bra011470	AT4G33790	CER4
ath04146	Bra011470	AT4G33790	CER4
ath00940	Bra011475	AT4G33870	AT4G33870
ath01100	Bra011475	AT4G33870	AT4G33870
ath01110	Bra011475	AT4G33870	AT4G33870
ath04075	Bra011485	AT4G34000	ABF3
ath04141	Bra011487	AT4G34100	CER9
ath00190	Bra011504	AT3G42050	AT3G42050
ath01100	Bra011504	AT3G42050	AT3G42050
ath04142	Bra011504	AT3G42050	AT3G42050
ath04145	Bra011504	AT3G42050	AT3G42050
ath00010	Bra011511	AT4G34240	ALDH3I1
ath00053	Bra011511	AT4G34240	ALDH3I1
ath00071	Bra011511	AT4G34240	ALDH3I1
ath00280	Bra011511	AT4G34240	ALDH3I1
ath00310	Bra011511	AT4G34240	ALDH3I1
ath00330	Bra011511	AT4G34240	ALDH3I1
ath00340	Bra011511	AT4G34240	ALDH3I1
ath00380	Bra011511	AT4G34240	ALDH3I1
ath00410	Bra011511	AT4G34240	ALDH3I1
ath00561	Bra011511	AT4G34240	ALDH3I1
ath00620	Bra011511	AT4G34240	ALDH3I1
ath00770	Bra011511	AT4G34240	ALDH3I1
ath01100	Bra011511	AT4G34240	ALDH3I1
ath01110	Bra011511	AT4G34240	ALDH3I1
ath01240	Bra011511	AT4G34240	ALDH3I1
ath00511	Bra011514	AT4G34260	FUC95A
ath03022	Bra011521	AT4G34340	TAF8
ath00900	Bra011522	AT4G34350	HDR
ath01100	Bra011522	AT4G34350	HDR
ath01110	Bra011522	AT4G34350	HDR
ath03082	Bra011533	AT4G34430	CHB3
ath04081	Bra011536	AT4G34460	AGB1
ath04082	Bra011536	AT4G34460	AGB1
ath00240	Bra011543	AT4G34570	THY-2
ath00670	Bra011543	AT4G34570	THY-2
ath00790	Bra011543	AT4G34570	THY-2
ath01100	Bra011543	AT4G34570	THY-2
ath01232	Bra011543	AT4G34570	THY-2
ath01240	Bra011543	AT4G34570	THY-2
ath03010	Bra011546	AT4G34620	SSR16
ath00100	Bra011549	AT4G34650	SQS2
ath00909	Bra011549	AT4G34650	SQS2
ath01100	Bra011549	AT4G34650	SQS2
ath01110	Bra011549	AT4G34650	SQS2
ath00190	Bra011556	AT2G16510	AT2G16510
ath01100	Bra011556	AT2G16510	AT2G16510
ath04142	Bra011556	AT2G16510	AT2G16510
ath04145	Bra011556	AT2G16510	AT2G16510
ath00230	Bra011558	AT4G34740	ASE2
ath00250	Bra011558	AT4G34740	ASE2
ath01100	Bra011558	AT4G34740	ASE2
ath01110	Bra011558	AT4G34740	ASE2
ath04075	Bra011559	AT4G34750	AT4G34750
ath04075	Bra011560	AT4G34760	AT4G34760
ath04075	Bra011562	AT4G34790	AT4G34790
ath04075	Bra011563	AT4G34800	AT4G34800
ath04075	Bra011564	AT4G34810	AT4G34810
ath00052	Bra011567	AT4G34860	A/N-InvB
ath00500	Bra011567	AT4G34860	A/N-InvB
ath01100	Bra011567	AT4G34860	A/N-InvB
ath01110	Bra011567	AT4G34860	A/N-InvB
ath00230	Bra011570	AT4G34890	XDH1
ath00232	Bra011570	AT4G34890	XDH1
ath01100	Bra011570	AT4G34890	XDH1
ath01110	Bra011570	AT4G34890	XDH1
ath01232	Bra011570	AT4G34890	XDH1
ath04146	Bra011570	AT4G34890	XDH1
ath04145	Bra011578	AT4G35020	RAC3
ath04148	Bra011578	AT4G35020	RAC3
ath04517	Bra011578	AT4G35020	RAC3
ath04518	Bra011578	AT4G35020	RAC3
ath04519	Bra011578	AT4G35020	RAC3
ath04620	Bra011578	AT4G35020	RAC3
ath05100	Bra011578	AT4G35020	RAC3
ath04075	Bra011596	AT4G35230	BSK1
ath00561	Bra011598	AT5G60620	GPAT9
ath00564	Bra011598	AT5G60620	GPAT9
ath01100	Bra011598	AT5G60620	GPAT9
ath01110	Bra011598	AT5G60620	GPAT9
ath00020	Bra011599	AT4G35260	IDH1
ath01100	Bra011599	AT4G35260	IDH1
ath01110	Bra011599	AT4G35260	IDH1
ath01200	Bra011599	AT4G35260	IDH1
ath01210	Bra011599	AT4G35260	IDH1
ath01230	Bra011599	AT4G35260	IDH1
ath04075	Bra011605	AT4G35310	CPK5
ath04626	Bra011605	AT4G35310	CPK5
ath04144	Bra011611	AT4G35380	AT4G35380
ath00020	Bra011642	AT4G35830	ACO1
ath00630	Bra011642	AT4G35830	ACO1
ath01100	Bra011642	AT4G35830	ACO1
ath01110	Bra011642	AT4G35830	ACO1
ath01200	Bra011642	AT4G35830	ACO1
ath01210	Bra011642	AT4G35830	ACO1
ath01230	Bra011642	AT4G35830	ACO1
ath04145	Bra011651	AT4G35950	RAC6
ath04148	Bra011651	AT4G35950	RAC6
ath04517	Bra011651	AT4G35950	RAC6
ath04518	Bra011651	AT4G35950	RAC6
ath04519	Bra011651	AT4G35950	RAC6
ath04620	Bra011651	AT4G35950	RAC6
ath05100	Bra011651	AT4G35950	RAC6
ath00310	Bra011653	AT4G35987	AT4G35987
ath01100	Bra011653	AT4G35987	AT4G35987
ath00010	Bra011674	AT4G36250	ALDH3F1
ath00053	Bra011674	AT4G36250	ALDH3F1
ath00071	Bra011674	AT4G36250	ALDH3F1
ath00280	Bra011674	AT4G36250	ALDH3F1
ath00310	Bra011674	AT4G36250	ALDH3F1
ath00330	Bra011674	AT4G36250	ALDH3F1
ath00340	Bra011674	AT4G36250	ALDH3F1
ath00380	Bra011674	AT4G36250	ALDH3F1
ath00410	Bra011674	AT4G36250	ALDH3F1
ath00561	Bra011674	AT4G36250	ALDH3F1
ath00620	Bra011674	AT4G36250	ALDH3F1
ath00770	Bra011674	AT4G36250	ALDH3F1
ath01100	Bra011674	AT4G36250	ALDH3F1
ath01110	Bra011674	AT4G36250	ALDH3F1
ath01240	Bra011674	AT4G36250	ALDH3F1
ath00905	Bra011678	AT4G36380	ROT3
ath01100	Bra011678	AT4G36380	ROT3
ath01110	Bra011678	AT4G36380	ROT3
ath04120	Bra011680	AT4G36410	UBC17
ath00906	Bra011685	AT4G36470	AT4G36470
ath01110	Bra011685	AT4G36470	AT4G36470
ath04075	Bra011706	AT4G36780	BEH2
ath00900	Bra011709	AT4G36810	GGPS1
ath01100	Bra011709	AT4G36810	GGPS1
ath01110	Bra011709	AT4G36810	GGPS1
ath04148	Bra011711	AT4G36850	AT4G36850
ath04122	Bra011714	AT4G35910	AT4G35910
ath03013	Bra011723	AT4G37130	AT4G37130
ath00860	Bra011734	AT4G37000	ACD2
ath01110	Bra011734	AT4G37000	ACD2
ath04075	Bra011740	AT4G36930	SPT
ath03082	Bra011751	AT4G37280	AT4G37280
ath00940	Bra011771	AT4G37520	AT4G37520
ath01100	Bra011771	AT4G37520	AT4G37520
ath01110	Bra011771	AT4G37520	AT4G37520
ath00460	Bra011774	AT4G37560	AT4G37560
ath00630	Bra011774	AT4G37560	AT4G37560
ath00910	Bra011774	AT4G37560	AT4G37560
ath01100	Bra011774	AT4G37560	AT4G37560
ath01200	Bra011774	AT4G37560	AT4G37560
ath00220	Bra011778	AT4G37670	NAGS2
ath01100	Bra011778	AT4G37670	NAGS2
ath01110	Bra011778	AT4G37670	NAGS2
ath01210	Bra011778	AT4G37670	NAGS2
ath01230	Bra011778	AT4G37670	NAGS2
ath04081	Bra011779	AT4G37680	HHP4
ath00100	Bra011783	AT4G37760	SQE3
ath00909	Bra011783	AT4G37760	SQE3
ath01100	Bra011783	AT4G37760	SQE3
ath01110	Bra011783	AT4G37760	SQE3
ath00270	Bra011784	AT4G37770	ACS8
ath01100	Bra011784	AT4G37770	ACS8
ath01110	Bra011784	AT4G37770	ACS8
ath00010	Bra011792	AT4G37870	PCK1
ath00020	Bra011792	AT4G37870	PCK1
ath00620	Bra011792	AT4G37870	PCK1
ath00710	Bra011792	AT4G37870	PCK1
ath01100	Bra011792	AT4G37870	PCK1
ath01110	Bra011792	AT4G37870	PCK1
ath01200	Bra011792	AT4G37870	PCK1
ath03018	Bra011794	AT4G37910	mtHsc70-1
ath04156	Bra011794	AT4G37910	mtHsc70-1
ath00940	Bra011798	AT4G37970	CAD6
ath01100	Bra011798	AT4G37970	CAD6
ath01110	Bra011798	AT4G37970	CAD6
ath00940	Bra011799	AT4G37980	ELI3-1
ath01100	Bra011799	AT4G37980	ELI3-1
ath01110	Bra011799	AT4G37980	ELI3-1
ath03060	Bra011812	AT4G40042	AT4G40042
ath04016	Bra011815	AT4G40010	SNRK2.7
ath04075	Bra011815	AT4G40010	SNRK2.7
ath00400	Bra011819	AT4G39980	DHS1
ath01100	Bra011819	AT4G39980	DHS1
ath01110	Bra011819	AT4G39980	DHS1
ath01230	Bra011819	AT4G39980	DHS1
ath00230	Bra011822	AT4G39940	AKN2
ath00920	Bra011822	AT4G39940	AKN2
ath01100	Bra011822	AT4G39940	AKN2
ath01320	Bra011822	AT4G39940	AKN2
ath03010	Bra011825	AT4G39880	AT4G39880
ath00562	Bra011830	AT4G39800	MIPS1
ath01100	Bra011830	AT4G39800	MIPS1
ath01110	Bra011830	AT4G39800	MIPS1
ath00500	Bra011835	AT4G39770	TPPH
ath01100	Bra011835	AT4G39770	TPPH
ath01110	Bra011835	AT4G39770	TPPH
ath00250	Bra011843	AT4G39660	AGT2
ath00260	Bra011843	AT4G39660	AGT2
ath00270	Bra011843	AT4G39660	AGT2
ath00280	Bra011843	AT4G39660	AGT2
ath00630	Bra011843	AT4G39660	AGT2
ath01100	Bra011843	AT4G39660	AGT2
ath01110	Bra011843	AT4G39660	AGT2
ath01200	Bra011843	AT4G39660	AGT2
ath01210	Bra011843	AT4G39660	AGT2
ath00430	Bra011844	AT4G39640	GGT1
ath00460	Bra011844	AT4G39640	GGT1
ath00480	Bra011844	AT4G39640	GGT1
ath00590	Bra011844	AT4G39640	GGT1
ath01100	Bra011844	AT4G39640	GGT1
ath00400	Bra011857	AT4G39540	SK2
ath01100	Bra011857	AT4G39540	SK2
ath01110	Bra011857	AT4G39540	SK2
ath01230	Bra011857	AT4G39540	SK2
ath04142	Bra011860	AT4G39420	AT4G39420
ath04075	Bra011862	AT4G39400	BRI1
ath04142	Bra011877	AT4G39090	RD19
ath04626	Bra011877	AT4G39090	RD19
ath00500	Bra011881	AT4G39010	GH9B18
ath01100	Bra011881	AT4G39010	GH9B18
ath00010	Bra011884	AT4G38970	FBA2
ath00030	Bra011884	AT4G38970	FBA2
ath00051	Bra011884	AT4G38970	FBA2
ath00710	Bra011884	AT4G38970	FBA2
ath01100	Bra011884	AT4G38970	FBA2
ath01110	Bra011884	AT4G38970	FBA2
ath01200	Bra011884	AT4G38970	FBA2
ath01230	Bra011884	AT4G38970	FBA2
ath04814	Bra011885	AT4G38950	AT4G38950
ath00230	Bra011888	AT4G38880	ASE3
ath00250	Bra011888	AT4G38880	ASE3
ath01100	Bra011888	AT4G38880	ASE3
ath01110	Bra011888	AT4G38880	ASE3
ath04075	Bra011889	AT4G38860	AT4G38860
ath00900	Bra011898	AT4G38460	GGR
ath01100	Bra011898	AT4G38460	GGR
ath01110	Bra011898	AT4G38460	GGR
ath00220	Bra011902	AT4G38220	AQI
ath01100	Bra011902	AT4G38220	AQI
ath01110	Bra011902	AT4G38220	AQI
ath01210	Bra011902	AT4G38220	AQI
ath01230	Bra011902	AT4G38220	AQI
ath03018	Bra011919	AT1G55490	CPN60B
ath04156	Bra011919	AT1G55490	CPN60B
ath03022	Bra011920	AT1G55520	TBP2
ath00790	Bra011921	AT2G28880	emb1997
ath01240	Bra011921	AT2G28880	emb1997
ath00520	Bra011928	AT2G28760	UXS6
ath01100	Bra011928	AT2G28760	UXS6
ath01250	Bra011928	AT2G28760	UXS6
ath03018	Bra011940	AT2G28540	AT2G28540
ath04075	Bra011955	AT2G28350	ARF10
ath04626	Bra011963	AT2G28260	CNGC15
ath00910	Bra011969	AT2G28210	ACA2
ath01100	Bra011969	AT2G28210	ACA2
ath03018	Bra011985	AT2G28000	CPN60A
ath04156	Bra011985	AT2G28000	CPN60A
ath03030	Bra012016	AT2G27470	NF-YB11
ath03082	Bra012016	AT2G27470	NF-YB11
ath03410	Bra012016	AT2G27470	NF-YB11
ath03420	Bra012016	AT2G27470	NF-YB11
ath00900	Bra012040	AT2G26930	CDPMEK
ath01100	Bra012040	AT2G26930	CDPMEK
ath01110	Bra012040	AT2G26930	CDPMEK
ath00905	Bra012046	AT2G26710	BAS1
ath01110	Bra012046	AT2G26710	BAS1
ath00564	Bra012049	AT2G26830	emb1187
ath01100	Bra012049	AT2G26830	emb1187
ath03013	Bra012053	AT5G51200	EMB3142
ath04075	Bra012058	AT5G66210	CPK28
ath04626	Bra012058	AT5G66210	CPK28
ath00510	Bra012091	AT5G66680	DGL1
ath00513	Bra012091	AT5G66680	DGL1
ath01100	Bra012091	AT5G66680	DGL1
ath04141	Bra012091	AT5G66680	DGL1
ath00940	Bra012092	AT5G26310	UGT72E3
ath01110	Bra012092	AT5G26310	UGT72E3
ath00020	Bra012100	AT5G66760	SDH1-1
ath00190	Bra012100	AT5G66760	SDH1-1
ath01100	Bra012100	AT5G66760	SDH1-1
ath01110	Bra012100	AT5G66760	SDH1-1
ath01200	Bra012100	AT5G66760	SDH1-1
ath03010	Bra012111	AT5G66860	AT5G66860
ath04016	Bra012113	AT5G66880	SNRK2.3
ath04075	Bra012113	AT5G66880	SNRK2.3
ath00906	Bra012127	AT5G67030	ABA1
ath01100	Bra012127	AT5G67030	ABA1
ath01110	Bra012127	AT5G67030	ABA1
ath03030	Bra012132	AT5G67100	ICU2
ath04075	Bra012133	AT5G67110	ALC
ath04075	Bra012146	AT5G67260	CYCD3
ath04142	Bra012154	AT5G67330	NRAMP4
ath04075	Bra012190	AT1G19850	MP
ath00195	Bra012203	AT1G20020	FNR2
ath01100	Bra012203	AT1G20020	FNR2
ath00100	Bra012204	AT1G20050	HYD1
ath01100	Bra012204	AT1G20050	HYD1
ath01110	Bra012204	AT1G20050	HYD1
ath03020	Bra012206	AT3G25940	AT3G25940
ath00592	Bra012232	AT1G20500	AT1G20500
ath01100	Bra012232	AT1G20500	AT1G20500
ath01110	Bra012232	AT1G20500	AT1G20500
ath00510	Bra012235	AT1G20575	DPMS1
ath01100	Bra012235	AT1G20575	DPMS1
ath00380	Bra012239	AT1G20630	CAT1
ath00630	Bra012239	AT1G20630	CAT1
ath01100	Bra012239	AT1G20630	CAT1
ath01110	Bra012239	AT1G20630	CAT1
ath01200	Bra012239	AT1G20630	CAT1
ath04016	Bra012239	AT1G20630	CAT1
ath04146	Bra012239	AT1G20630	CAT1
ath03040	Bra012260	AT1G20960	emb1507
ath00010	Bra012310	AT1G22170	AT1G22170
ath00260	Bra012310	AT1G22170	AT1G22170
ath01100	Bra012310	AT1G22170	AT1G22170
ath01110	Bra012310	AT1G22170	AT1G22170
ath01200	Bra012310	AT1G22170	AT1G22170
ath01230	Bra012310	AT1G22170	AT1G22170
ath00908	Bra012322	AT1G22380	UGT85A3
ath01110	Bra012322	AT1G22380	UGT85A3
ath00908	Bra012324	AT1G22400	UGT85A1
ath01110	Bra012324	AT1G22400	UGT85A1
ath00500	Bra012349	AT1G22880	CEL5
ath01100	Bra012349	AT1G22880	CEL5
ath04145	Bra012367	AT1G23220	AT1G23220
ath04517	Bra012367	AT1G23220	AT1G23220
ath04814	Bra012367	AT1G23220	AT1G23220
ath00073	Bra012369	AT1G23240	AT1G23240
ath00910	Bra012384	AT1G23730	BCA3
ath01100	Bra012384	AT1G23730	BCA3
ath00010	Bra012418	AT1G24180	IAR4
ath00020	Bra012418	AT1G24180	IAR4
ath00620	Bra012418	AT1G24180	IAR4
ath00785	Bra012418	AT1G24180	IAR4
ath01100	Bra012418	AT1G24180	IAR4
ath01110	Bra012418	AT1G24180	IAR4
ath01200	Bra012418	AT1G24180	IAR4
ath01210	Bra012418	AT1G24180	IAR4
ath00513	Bra012440	AT1G26810	GALT1
ath01100	Bra012440	AT1G26810	GALT1
ath03010	Bra012443	AT1G26750	AT1G26750
ath03010	Bra012444	AT1G26740	AT1G26740
ath04130	Bra012446	AT1G26670	VTI1B
ath03018	Bra012462	AT1G26230	Cpn60beta4
ath04156	Bra012462	AT1G26230	Cpn60beta4
ath00240	Bra012464	AT1G26190	AT1G26190
ath01100	Bra012464	AT1G26190	AT1G26190
ath01232	Bra012464	AT1G26190	AT1G26190
ath03013	Bra012465	AT1G26170	AT1G26170
ath03015	Bra012474	AT1G25490	RCN1
ath04382	Bra012474	AT1G25490	RCN1
ath00740	Bra012492	AT1G25230	AT1G25230
ath01100	Bra012492	AT1G25230	AT1G25230
ath04142	Bra012492	AT1G25230	AT1G25230
ath04075	Bra012495	AT1G24650	AT1G24650
ath03060	Bra012507	AT1G24490	ALB4
ath00230	Bra012519	AT4G20070	AAH
ath01100	Bra012519	AT4G20070	AAH
ath00906	Bra012551	AT4G19230	CYP707A1
ath01110	Bra012551	AT4G19230	CYP707A1
ath04142	Bra012577	AT4G18790	NRAMP5
ath03010	Bra012580	AT5G45775	AT5G45775
ath00630	Bra012602	AT4G18360	GOX3
ath01100	Bra012602	AT4G18360	GOX3
ath01110	Bra012602	AT4G18360	GOX3
ath01200	Bra012602	AT4G18360	GOX3
ath04146	Bra012602	AT4G18360	GOX3
ath00510	Bra012612	AT4G18230	AT4G18230
ath00513	Bra012612	AT4G18230	AT4G18230
ath01100	Bra012612	AT4G18230	AT4G18230
ath00040	Bra012613	AT4G18180	AT4G18180
ath01100	Bra012613	AT4G18180	AT4G18180
ath02010	Bra012617	AT2G07680	ABCC13
ath02010	Bra012621	AT4G18050	ABCB9
ath00562	Bra012624	AT4G18010	IP5PII
ath01100	Bra012624	AT4G18010	IP5PII
ath04144	Bra012634	AT4G17890	AGD8
ath00500	Bra012642	AT4G17770	TPS5
ath01100	Bra012642	AT4G17770	TPS5
ath01110	Bra012642	AT4G17770	TPS5
ath00062	Bra012662	AT4G17483	AT4G17483
ath01100	Bra012662	AT4G17483	AT4G17483
ath01212	Bra012662	AT4G17483	AT4G17483
ath04142	Bra012662	AT4G17483	AT4G17483
ath00010	Bra012671	AT4G17260	AT4G17260
ath00270	Bra012671	AT4G17260	AT4G17260
ath00620	Bra012671	AT4G17260	AT4G17260
ath00640	Bra012671	AT4G17260	AT4G17260
ath01100	Bra012671	AT4G17260	AT4G17260
ath01110	Bra012671	AT4G17260	AT4G17260
ath00500	Bra012676	AT4G17090	CT-BMY
ath01100	Bra012676	AT4G17090	CT-BMY
ath01110	Bra012676	AT4G17090	CT-BMY
ath00230	Bra012682	AT4G17050	UGLYAH
ath01100	Bra012682	AT4G17050	UGLYAH
ath04141	Bra012696	AT4G16660	AT4G16660
ath00071	Bra012731	AT4G16210	ECHIA
ath00280	Bra012731	AT4G16210	ECHIA
ath00310	Bra012731	AT4G16210	ECHIA
ath00360	Bra012731	AT4G16210	ECHIA
ath00380	Bra012731	AT4G16210	ECHIA
ath00410	Bra012731	AT4G16210	ECHIA
ath00640	Bra012731	AT4G16210	ECHIA
ath00650	Bra012731	AT4G16210	ECHIA
ath01100	Bra012731	AT4G16210	ECHIA
ath01110	Bra012731	AT4G16210	ECHIA
ath01212	Bra012731	AT4G16210	ECHIA
ath04144	Bra012739	AT4G16144	AMSH3
ath03040	Bra012753	AT4G15900	PRL1
ath00940	Bra012784	AT4G15480	UGT84A1
ath01110	Bra012784	AT4G15480	UGT84A1
ath04141	Bra012791	AT4G15410	PUX5
ath02010	Bra012797	AT4G15233	ABCG42
ath00190	Bra012809	AT3G52300	ATPQ
ath01100	Bra012809	AT3G52300	ATPQ
ath03022	Bra012813	AT3G52270	AT3G52270
ath00062	Bra012817	AT3G52160	KCS15
ath01100	Bra012817	AT3G52160	KCS15
ath01110	Bra012817	AT3G52160	KCS15
ath04626	Bra012817	AT3G52160	KCS15
ath00600	Bra012840	AT3G51730	AT3G51730
ath04142	Bra012840	AT3G51730	AT3G51730
ath04145	Bra012858	AT3G51300	ROP1
ath04148	Bra012858	AT3G51300	ROP1
ath04517	Bra012858	AT3G51300	ROP1
ath04518	Bra012858	AT3G51300	ROP1
ath04519	Bra012858	AT3G51300	ROP1
ath04620	Bra012858	AT3G51300	ROP1
ath05100	Bra012858	AT3G51300	ROP1
ath03050	Bra012861	AT3G51260	PAD1
ath00051	Bra012865	AT3G51160	MUR1
ath00541	Bra012865	AT3G51160	MUR1
ath01100	Bra012865	AT3G51160	MUR1
ath01250	Bra012865	AT3G51160	MUR1
ath04814	Bra012866	AT3G51150	AT3G51150
ath04142	Bra012884	AT3G50860	AT3G50860
ath04626	Bra012889	AT3G50770	CML41
ath04075	Bra012891	AT3G50750	BEH1
ath00940	Bra012892	AT3G50740	UGT72E1
ath01110	Bra012892	AT3G50740	UGT72E1
ath04016	Bra012897	AT3G50500	SNRK2.2
ath04075	Bra012897	AT3G50500	SNRK2.2
ath00562	Bra012908	AT3G50110	PEN3
ath01100	Bra012908	AT3G50110	PEN3
ath04070	Bra012908	AT3G50110	PEN3
ath04142	Bra012918	AT3G49870	ARLA1C
ath00270	Bra012924	AT3G49700	ACS9
ath01100	Bra012924	AT3G49700	ACS9
ath01110	Bra012924	AT3G49700	ACS9
ath00010	Bra012940	AT5G61580	PFK4
ath00030	Bra012940	AT5G61580	PFK4
ath00051	Bra012940	AT5G61580	PFK4
ath00052	Bra012940	AT5G61580	PFK4
ath01100	Bra012940	AT5G61580	PFK4
ath01110	Bra012940	AT5G61580	PFK4
ath01200	Bra012940	AT5G61580	PFK4
ath01230	Bra012940	AT5G61580	PFK4
ath03018	Bra012940	AT5G61580	PFK4
ath00511	Bra012945	AT5G61540	AT5G61540
ath04142	Bra012945	AT5G61540	AT5G61540
ath00030	Bra012963	AT5G61410	RPE
ath00040	Bra012963	AT5G61410	RPE
ath00710	Bra012963	AT5G61410	RPE
ath01100	Bra012963	AT5G61410	RPE
ath01110	Bra012963	AT5G61410	RPE
ath01200	Bra012963	AT5G61410	RPE
ath01230	Bra012963	AT5G61410	RPE
ath04712	Bra012964	AT5G61380	TOC1
ath04075	Bra012972	AT5G61270	PIF7
ath00531	Bra012974	AT5G61250	GUS1
ath01100	Bra012974	AT5G61250	GUS1
ath03010	Bra012980	AT5G61170	AT5G61170
ath03015	Bra012994	AT5G60940	AT5G60940
ath00240	Bra013014	AT5G23070	TK1b
ath01100	Bra013014	AT5G23070	TK1b
ath01232	Bra013014	AT5G23070	TK1b
ath00073	Bra013024	AT5G23190	CYP86B1
ath00020	Bra013027	AT5G23250	AT5G23250
ath00640	Bra013027	AT5G23250	AT5G23250
ath01100	Bra013027	AT5G23250	AT5G23250
