Gene stable ID,Transcript stable ID,Transcript name,Gene description,GOSlim GOA Accession(s),GOSlim GOA Description,BrassEnsembl ID
Bra032127,Bra032127.1,,"AT3G19760 (E=5e-220) | eukaryotic translation initiation factor 4A, putative / eIF-4A, putative / DEAD box RNA helicase, putative ",GO:0005730,nucleolus,
Bra032127,Bra032127.1,,"AT3G19760 (E=5e-220) | eukaryotic translation initiation factor 4A, putative / eIF-4A, putative / DEAD box RNA helicase, putative ",GO:0003723,RNA binding,
Bra014570,Bra014570.1,,AT3G58480 (E=1e-211) | calmodulin-binding family protein ,GO:0005575,cellular_component,
Bra014570,Bra014570.1,,AT3G58480 (E=1e-211) | calmodulin-binding family protein ,GO:0005634,nucleus,
Bra014570,Bra014570.1,,AT3G58480 (E=1e-211) | calmodulin-binding family protein ,GO:0005737,cytoplasm,
Bra017664,Bra017664.1,,"AT4G34590 (E=2e-055) ATB2, GBF6, AtbZIP11, BZIP11 | GBF6 (G-BOX BINDING FACTOR 6); DNA binding / protein heterodimerization/ transcription factor ",GO:0008150,biological_process,
Bra017664,Bra017664.1,,"AT4G34590 (E=2e-055) ATB2, GBF6, AtbZIP11, BZIP11 | GBF6 (G-BOX BINDING FACTOR 6); DNA binding / protein heterodimerization/ transcription factor ",GO:0003674,molecular_function,
Bra017664,Bra017664.1,,"AT4G34590 (E=2e-055) ATB2, GBF6, AtbZIP11, BZIP11 | GBF6 (G-BOX BINDING FACTOR 6); DNA binding / protein heterodimerization/ transcription factor ",GO:0005488,binding,
Bra017664,Bra017664.1,,"AT4G34590 (E=2e-055) ATB2, GBF6, AtbZIP11, BZIP11 | GBF6 (G-BOX BINDING FACTOR 6); DNA binding / protein heterodimerization/ transcription factor ",GO:0003677,DNA binding,
Bra017664,Bra017664.1,,"AT4G34590 (E=2e-055) ATB2, GBF6, AtbZIP11, BZIP11 | GBF6 (G-BOX BINDING FACTOR 6); DNA binding / protein heterodimerization/ transcription factor ",GO:0003676,nucleic acid binding,
Bra017664,Bra017664.1,,"AT4G34590 (E=2e-055) ATB2, GBF6, AtbZIP11, BZIP11 | GBF6 (G-BOX BINDING FACTOR 6); DNA binding / protein heterodimerization/ transcription factor ",GO:0005575,cellular_component,
Bra017664,Bra017664.1,,"AT4G34590 (E=2e-055) ATB2, GBF6, AtbZIP11, BZIP11 | GBF6 (G-BOX BINDING FACTOR 6); DNA binding / protein heterodimerization/ transcription factor ",GO:0005634,nucleus,
Bra017664,Bra017664.1,,"AT4G34590 (E=2e-055) ATB2, GBF6, AtbZIP11, BZIP11 | GBF6 (G-BOX BINDING FACTOR 6); DNA binding / protein heterodimerization/ transcription factor ",GO:0003700,DNA-binding transcription factor activity,
Bra017664,Bra017664.1,,"AT4G34590 (E=2e-055) ATB2, GBF6, AtbZIP11, BZIP11 | GBF6 (G-BOX BINDING FACTOR 6); DNA binding / protein heterodimerization/ transcription factor ",GO:0140110,transcription regulator activity,
Bra017664,Bra017664.1,,"AT4G34590 (E=2e-055) ATB2, GBF6, AtbZIP11, BZIP11 | GBF6 (G-BOX BINDING FACTOR 6); DNA binding / protein heterodimerization/ transcription factor ",GO:0005515,protein binding,
Bra038205,Bra038205.1,,AT3G19380 (E=7e-166) PUB25 | PUB25 (PLANT U-BOX 25); binding / ubiquitin-protein ligase ,GO:0003824,catalytic activity,
Bra038205,Bra038205.1,,AT3G19380 (E=7e-166) PUB25 | PUB25 (PLANT U-BOX 25); binding / ubiquitin-protein ligase ,GO:0003674,molecular_function,
Bra038205,Bra038205.1,,AT3G19380 (E=7e-166) PUB25 | PUB25 (PLANT U-BOX 25); binding / ubiquitin-protein ligase ,GO:0016740,transferase activity,
Bra038205,Bra038205.1,,AT3G19380 (E=7e-166) PUB25 | PUB25 (PLANT U-BOX 25); binding / ubiquitin-protein ligase ,GO:0008150,biological_process,
Bra038205,Bra038205.1,,AT3G19380 (E=7e-166) PUB25 | PUB25 (PLANT U-BOX 25); binding / ubiquitin-protein ligase ,GO:0008152,metabolic process,
Bra038205,Bra038205.1,,AT3G19380 (E=7e-166) PUB25 | PUB25 (PLANT U-BOX 25); binding / ubiquitin-protein ligase ,GO:0019538,protein metabolic process,
Bra038205,Bra038205.1,,AT3G19380 (E=7e-166) PUB25 | PUB25 (PLANT U-BOX 25); binding / ubiquitin-protein ligase ,GO:0036211,protein modification process,
Bra037318,Bra037318.1,,,GO:0003674,molecular_function,
Bra037318,Bra037318.1,,,GO:0005488,binding,
Bra037318,Bra037318.1,,,GO:0003677,DNA binding,
Bra037318,Bra037318.1,,,GO:0003676,nucleic acid binding,
Bra029732,Bra029732.1,,AT3G08940 (E=2e-147) LHCB4.2 | LHCB4.2 (light harvesting complex PSII); chlorophyll binding ,GO:0008150,biological_process,
Bra029732,Bra029732.1,,AT3G08940 (E=2e-147) LHCB4.2 | LHCB4.2 (light harvesting complex PSII); chlorophyll binding ,GO:0009987,cellular process,
Bra029732,Bra029732.1,,AT3G08940 (E=2e-147) LHCB4.2 | LHCB4.2 (light harvesting complex PSII); chlorophyll binding ,GO:0008152,metabolic process,
Bra029732,Bra029732.1,,AT3G08940 (E=2e-147) LHCB4.2 | LHCB4.2 (light harvesting complex PSII); chlorophyll binding ,GO:0015979,photosynthesis,
Bra029732,Bra029732.1,,AT3G08940 (E=2e-147) LHCB4.2 | LHCB4.2 (light harvesting complex PSII); chlorophyll binding ,GO:0005575,cellular_component,
Bra029732,Bra029732.1,,AT3G08940 (E=2e-147) LHCB4.2 | LHCB4.2 (light harvesting complex PSII); chlorophyll binding ,GO:0009536,plastid,
Bra029732,Bra029732.1,,AT3G08940 (E=2e-147) LHCB4.2 | LHCB4.2 (light harvesting complex PSII); chlorophyll binding ,GO:0009507,chloroplast,
Bra029732,Bra029732.1,,AT3G08940 (E=2e-147) LHCB4.2 | LHCB4.2 (light harvesting complex PSII); chlorophyll binding ,GO:0016020,membrane,
Bra029732,Bra029732.1,,AT3G08940 (E=2e-147) LHCB4.2 | LHCB4.2 (light harvesting complex PSII); chlorophyll binding ,GO:0009579,thylakoid,
Bra029732,Bra029732.1,,AT3G08940 (E=2e-147) LHCB4.2 | LHCB4.2 (light harvesting complex PSII); chlorophyll binding ,GO:0009628,response to abiotic stimulus,
Bra029732,Bra029732.1,,AT3G08940 (E=2e-147) LHCB4.2 | LHCB4.2 (light harvesting complex PSII); chlorophyll binding ,GO:0009416,response to light stimulus,
Bra029732,Bra029732.1,,AT3G08940 (E=2e-147) LHCB4.2 | LHCB4.2 (light harvesting complex PSII); chlorophyll binding ,GO:0003674,molecular_function,
Bra029732,Bra029732.1,,AT3G08940 (E=2e-147) LHCB4.2 | LHCB4.2 (light harvesting complex PSII); chlorophyll binding ,GO:0005488,binding,
Bra029732,Bra029732.1,,AT3G08940 (E=2e-147) LHCB4.2 | LHCB4.2 (light harvesting complex PSII); chlorophyll binding ,GO:0006091,generation of precursor metabolites and energy,
Bra026541,Bra026541.1,,AT2G03740 (E=3e-062) | late embryogenesis abundant domain-containing protein / LEA domain-containing protein ,GO:0008150,biological_process,
Bra026541,Bra026541.1,,AT2G03740 (E=3e-062) | late embryogenesis abundant domain-containing protein / LEA domain-containing protein ,GO:0009628,response to abiotic stimulus,
Bra026541,Bra026541.1,,AT2G03740 (E=3e-062) | late embryogenesis abundant domain-containing protein / LEA domain-containing protein ,GO:0006950,response to stress,
Bra038490,Bra038490.1,,"AT4G16600 (E=9e-257) | transferase, transferring glycosyl groups / transferase, transferring hexosyl groups ",GO:0005575,cellular_component,
Bra038490,Bra038490.1,,"AT4G16600 (E=9e-257) | transferase, transferring glycosyl groups / transferase, transferring hexosyl groups ",GO:0016020,membrane,
Bra038490,Bra038490.1,,"AT4G16600 (E=9e-257) | transferase, transferring glycosyl groups / transferase, transferring hexosyl groups ",GO:0003824,catalytic activity,
Bra038490,Bra038490.1,,"AT4G16600 (E=9e-257) | transferase, transferring glycosyl groups / transferase, transferring hexosyl groups ",GO:0003674,molecular_function,
Bra038490,Bra038490.1,,"AT4G16600 (E=9e-257) | transferase, transferring glycosyl groups / transferase, transferring hexosyl groups ",GO:0016740,transferase activity,
Bra038490,Bra038490.1,,"AT4G16600 (E=9e-257) | transferase, transferring glycosyl groups / transferase, transferring hexosyl groups ",GO:0008150,biological_process,
Bra038490,Bra038490.1,,"AT4G16600 (E=9e-257) | transferase, transferring glycosyl groups / transferase, transferring hexosyl groups ",GO:0008152,metabolic process,
Bra038490,Bra038490.1,,"AT4G16600 (E=9e-257) | transferase, transferring glycosyl groups / transferase, transferring hexosyl groups ",GO:0019538,protein metabolic process,
Bra038490,Bra038490.1,,"AT4G16600 (E=9e-257) | transferase, transferring glycosyl groups / transferase, transferring hexosyl groups ",GO:0036211,protein modification process,
Bra023857,Bra023857.1,,AT3G21890 (E=4e-051) | zinc finger (B-box type) family protein ,GO:0003674,molecular_function,
Bra023857,Bra023857.1,,AT3G21890 (E=4e-051) | zinc finger (B-box type) family protein ,GO:0005488,binding,
Bra039184,Bra039184.1,,"arabinogalactan protein 17 [Source:TAIR;Acc:AT2G23130](projected from arabidopsis_thaliana,AT2G23130)",GO:0005575,cellular_component,
Bra039184,Bra039184.1,,"arabinogalactan protein 17 [Source:TAIR;Acc:AT2G23130](projected from arabidopsis_thaliana,AT2G23130)",GO:0016020,membrane,
Bra039184,Bra039184.1,,"arabinogalactan protein 17 [Source:TAIR;Acc:AT2G23130](projected from arabidopsis_thaliana,AT2G23130)",GO:0005886,plasma membrane,
Bra037350,Bra037350.1,,"AT4G00620 (E=2e-153) | tetrahydrofolate dehydrogenase/cyclohydrolase, putative ",GO:0003824,catalytic activity,
Bra037350,Bra037350.1,,"AT4G00620 (E=2e-153) | tetrahydrofolate dehydrogenase/cyclohydrolase, putative ",GO:0003674,molecular_function,
Bra037350,Bra037350.1,,"AT4G00620 (E=2e-153) | tetrahydrofolate dehydrogenase/cyclohydrolase, putative ",GO:0016787,hydrolase activity,
Bra037350,Bra037350.1,,"AT4G00620 (E=2e-153) | tetrahydrofolate dehydrogenase/cyclohydrolase, putative ",GO:0005575,cellular_component,
Bra037350,Bra037350.1,,"AT4G00620 (E=2e-153) | tetrahydrofolate dehydrogenase/cyclohydrolase, putative ",GO:0005829,cytosol,
Bra037350,Bra037350.1,,"AT4G00620 (E=2e-153) | tetrahydrofolate dehydrogenase/cyclohydrolase, putative ",GO:0008150,biological_process,
Bra037350,Bra037350.1,,"AT4G00620 (E=2e-153) | tetrahydrofolate dehydrogenase/cyclohydrolase, putative ",GO:0009987,cellular process,
Bra037350,Bra037350.1,,"AT4G00620 (E=2e-153) | tetrahydrofolate dehydrogenase/cyclohydrolase, putative ",GO:0008152,metabolic process,
Bra002348,Bra002348.1,,AT5G20970 (E=9e-057) | heat shock family protein ,GO:0005575,cellular_component,
Bra002348,Bra002348.1,,AT5G20970 (E=9e-057) | heat shock family protein ,GO:0016020,membrane,
Bra002348,Bra002348.1,,AT5G20970 (E=9e-057) | heat shock family protein ,GO:0005886,plasma membrane,
Bra002348,Bra002348.1,,AT5G20970 (E=9e-057) | heat shock family protein ,GO:0008150,biological_process,
Bra002348,Bra002348.1,,AT5G20970 (E=9e-057) | heat shock family protein ,GO:0006950,response to stress,
Bra002348,Bra002348.1,,AT5G20970 (E=9e-057) | heat shock family protein ,GO:0009987,cellular process,
Bra002348,Bra002348.1,,AT5G20970 (E=9e-057) | heat shock family protein ,GO:0009628,response to abiotic stimulus,
Bra001534,Bra001534.1,LSM1-201,"LSM1 homolog, mRNA degradation associated [Source:UniProtKB Gene Name;Acc:A0A398A2E5]",GO:0005575,cellular_component,
Bra001534,Bra001534.1,LSM1-201,"LSM1 homolog, mRNA degradation associated [Source:UniProtKB Gene Name;Acc:A0A398A2E5]",GO:0005737,cytoplasm,
Bra001534,Bra001534.1,LSM1-201,"LSM1 homolog, mRNA degradation associated [Source:UniProtKB Gene Name;Acc:A0A398A2E5]",GO:0003674,molecular_function,
Bra001534,Bra001534.1,LSM1-201,"LSM1 homolog, mRNA degradation associated [Source:UniProtKB Gene Name;Acc:A0A398A2E5]",GO:0005488,binding,
Bra001534,Bra001534.1,LSM1-201,"LSM1 homolog, mRNA degradation associated [Source:UniProtKB Gene Name;Acc:A0A398A2E5]",GO:0003676,nucleic acid binding,
Bra001534,Bra001534.1,LSM1-201,"LSM1 homolog, mRNA degradation associated [Source:UniProtKB Gene Name;Acc:A0A398A2E5]",GO:0003723,RNA binding,
Bra001534,Bra001534.1,LSM1-201,"LSM1 homolog, mRNA degradation associated [Source:UniProtKB Gene Name;Acc:A0A398A2E5]",GO:0008150,biological_process,
Bra001534,Bra001534.1,LSM1-201,"LSM1 homolog, mRNA degradation associated [Source:UniProtKB Gene Name;Acc:A0A398A2E5]",GO:0008152,metabolic process,
Bra001534,Bra001534.1,LSM1-201,"LSM1 homolog, mRNA degradation associated [Source:UniProtKB Gene Name;Acc:A0A398A2E5]",GO:0006139,nucleobase-containing compound metabolic process,
Bra001534,Bra001534.1,LSM1-201,"LSM1 homolog, mRNA degradation associated [Source:UniProtKB Gene Name;Acc:A0A398A2E5]",GO:0009056,catabolic process,
Bra036853,Bra036853.1,,AT3G50880 (E=9e-116) | HhH-GPD base excision DNA repair family protein ,GO:0003824,catalytic activity,
Bra036853,Bra036853.1,,AT3G50880 (E=9e-116) | HhH-GPD base excision DNA repair family protein ,GO:0003674,molecular_function,
Bra036853,Bra036853.1,,AT3G50880 (E=9e-116) | HhH-GPD base excision DNA repair family protein ,GO:0008150,biological_process,
Bra036853,Bra036853.1,,AT3G50880 (E=9e-116) | HhH-GPD base excision DNA repair family protein ,GO:0009987,cellular process,
Bra036853,Bra036853.1,,AT3G50880 (E=9e-116) | HhH-GPD base excision DNA repair family protein ,GO:0008152,metabolic process,
Bra036853,Bra036853.1,,AT3G50880 (E=9e-116) | HhH-GPD base excision DNA repair family protein ,GO:0006139,nucleobase-containing compound metabolic process,
Bra036853,Bra036853.1,,AT3G50880 (E=9e-116) | HhH-GPD base excision DNA repair family protein ,GO:0006950,response to stress,
Bra036853,Bra036853.1,,AT3G50880 (E=9e-116) | HhH-GPD base excision DNA repair family protein ,GO:0006259,DNA metabolic process,
Bra036853,Bra036853.1,,AT3G50880 (E=9e-116) | HhH-GPD base excision DNA repair family protein ,GO:0005575,cellular_component,
Bra036853,Bra036853.1,,AT3G50880 (E=9e-116) | HhH-GPD base excision DNA repair family protein ,GO:0005634,nucleus,
Bra036853,Bra036853.1,,AT3G50880 (E=9e-116) | HhH-GPD base excision DNA repair family protein ,GO:0016787,hydrolase activity,
Bra036853,Bra036853.1,,AT3G50880 (E=9e-116) | HhH-GPD base excision DNA repair family protein ,GO:0005488,binding,
Bra036853,Bra036853.1,,AT3G50880 (E=9e-116) | HhH-GPD base excision DNA repair family protein ,GO:0003677,DNA binding,
Bra036853,Bra036853.1,,AT3G50880 (E=9e-116) | HhH-GPD base excision DNA repair family protein ,GO:0003676,nucleic acid binding,
Bra004569,Bra004569.1,,AT2G40450 (E=6e-062) | speckle-type POZ protein-related ,GO:0008150,biological_process,
Bra004569,Bra004569.1,,AT2G40450 (E=6e-062) | speckle-type POZ protein-related ,GO:0008152,metabolic process,
Bra004569,Bra004569.1,,AT2G40450 (E=6e-062) | speckle-type POZ protein-related ,GO:0019538,protein metabolic process,
Bra004569,Bra004569.1,,AT2G40450 (E=6e-062) | speckle-type POZ protein-related ,GO:0036211,protein modification process,
Bra029305,Bra029305.1,LFYa-201,,GO:0008150,biological_process,
Bra029305,Bra029305.1,LFYa-201,,GO:0003674,molecular_function,
Bra029305,Bra029305.1,LFYa-201,,GO:0005488,binding,
Bra029305,Bra029305.1,LFYa-201,,GO:0003677,DNA binding,
Bra029305,Bra029305.1,LFYa-201,,GO:0003676,nucleic acid binding,
Bra029305,Bra029305.1,LFYa-201,,GO:0005575,cellular_component,
Bra029305,Bra029305.1,LFYa-201,,GO:0005634,nucleus,
Bra033254,Bra033254.1,,AT1G01550 (E=3e-145) BPS1 | BPS1 (BYPASS 1) ,GO:0008150,biological_process,
Bra033254,Bra033254.1,,AT1G01550 (E=3e-145) BPS1 | BPS1 (BYPASS 1) ,GO:0048856,anatomical structure development,
Bra001698,Bra001698.1,,"AT1G48635 (E=4e-135) PEX3, PEX3-2 | peroxin-3 family protein ",GO:0005575,cellular_component,
Bra001698,Bra001698.1,,"AT1G48635 (E=4e-135) PEX3, PEX3-2 | peroxin-3 family protein ",GO:0016020,membrane,
Bra001698,Bra001698.1,,"AT1G48635 (E=4e-135) PEX3, PEX3-2 | peroxin-3 family protein ",GO:0003674,molecular_function,
Bra001698,Bra001698.1,,"AT1G48635 (E=4e-135) PEX3, PEX3-2 | peroxin-3 family protein ",GO:0008150,biological_process,
Bra001698,Bra001698.1,,"AT1G48635 (E=4e-135) PEX3, PEX3-2 | peroxin-3 family protein ",GO:0016043,cellular component organization,
Bra001698,Bra001698.1,,"AT1G48635 (E=4e-135) PEX3, PEX3-2 | peroxin-3 family protein ",GO:0009987,cellular process,
Bra001698,Bra001698.1,,"AT1G48635 (E=4e-135) PEX3, PEX3-2 | peroxin-3 family protein ",GO:0006810,transport,
Bra034447,Bra034447.1,,AT1G34030 (E=8e-075) | 40S ribosomal protein S18 (RPS18B) ,GO:0003674,molecular_function,
Bra034447,Bra034447.1,,AT1G34030 (E=8e-075) | 40S ribosomal protein S18 (RPS18B) ,GO:0005198,structural molecule activity,
Bra034447,Bra034447.1,,AT1G34030 (E=8e-075) | 40S ribosomal protein S18 (RPS18B) ,GO:0008150,biological_process,
Bra034447,Bra034447.1,,AT1G34030 (E=8e-075) | 40S ribosomal protein S18 (RPS18B) ,GO:0009987,cellular process,
Bra034447,Bra034447.1,,AT1G34030 (E=8e-075) | 40S ribosomal protein S18 (RPS18B) ,GO:0008152,metabolic process,
Bra034447,Bra034447.1,,AT1G34030 (E=8e-075) | 40S ribosomal protein S18 (RPS18B) ,GO:0009058,biosynthetic process,
Bra034447,Bra034447.1,,AT1G34030 (E=8e-075) | 40S ribosomal protein S18 (RPS18B) ,GO:0019538,protein metabolic process,
Bra034447,Bra034447.1,,AT1G34030 (E=8e-075) | 40S ribosomal protein S18 (RPS18B) ,GO:0006412,translation,
Bra034447,Bra034447.1,,AT1G34030 (E=8e-075) | 40S ribosomal protein S18 (RPS18B) ,GO:0005575,cellular_component,
Bra034447,Bra034447.1,,AT1G34030 (E=8e-075) | 40S ribosomal protein S18 (RPS18B) ,GO:0005840,ribosome,
Bra034447,Bra034447.1,,AT1G34030 (E=8e-075) | 40S ribosomal protein S18 (RPS18B) ,GO:0005488,binding,
Bra034447,Bra034447.1,,AT1G34030 (E=8e-075) | 40S ribosomal protein S18 (RPS18B) ,GO:0003676,nucleic acid binding,
Bra034447,Bra034447.1,,AT1G34030 (E=8e-075) | 40S ribosomal protein S18 (RPS18B) ,GO:0003723,RNA binding,
Bra034447,Bra034447.1,,AT1G34030 (E=8e-075) | 40S ribosomal protein S18 (RPS18B) ,GO:0005829,cytosol,
Bra003481,Bra003481.1,,AT3G61960 (E=2e-279) | protein kinase family protein ,GO:0003674,molecular_function,
Bra003481,Bra003481.1,,AT3G61960 (E=2e-279) | protein kinase family protein ,GO:0005488,binding,
Bra003481,Bra003481.1,,AT3G61960 (E=2e-279) | protein kinase family protein ,GO:0000166,nucleotide binding,
Bra003481,Bra003481.1,,AT3G61960 (E=2e-279) | protein kinase family protein ,GO:0003824,catalytic activity,
Bra003481,Bra003481.1,,AT3G61960 (E=2e-279) | protein kinase family protein ,GO:0016740,transferase activity,
Bra003481,Bra003481.1,,AT3G61960 (E=2e-279) | protein kinase family protein ,GO:0016301,kinase activity,
Bra003481,Bra003481.1,,AT3G61960 (E=2e-279) | protein kinase family protein ,GO:0005575,cellular_component,
Bra003481,Bra003481.1,,AT3G61960 (E=2e-279) | protein kinase family protein ,GO:0016020,membrane,
Bra003481,Bra003481.1,,AT3G61960 (E=2e-279) | protein kinase family protein ,GO:0005829,cytosol,
Bra003481,Bra003481.1,,AT3G61960 (E=2e-279) | protein kinase family protein ,GO:0005737,cytoplasm,
Bra003481,Bra003481.1,,AT3G61960 (E=2e-279) | protein kinase family protein ,GO:0008150,biological_process,
Bra003481,Bra003481.1,,AT3G61960 (E=2e-279) | protein kinase family protein ,GO:0016043,cellular component organization,
Bra003481,Bra003481.1,,AT3G61960 (E=2e-279) | protein kinase family protein ,GO:0009987,cellular process,
Bra003481,Bra003481.1,,AT3G61960 (E=2e-279) | protein kinase family protein ,GO:0005773,vacuole,
Bra039344,Bra039344.1,,AT3G12820 (E=2e-082) AtMYB10 | AtMYB10 (myb domain protein 10); DNA binding / transcription factor ,GO:0005575,cellular_component,
Bra039344,Bra039344.1,,AT3G12820 (E=2e-082) AtMYB10 | AtMYB10 (myb domain protein 10); DNA binding / transcription factor ,GO:0005634,nucleus,
Bra001019,Bra001019.1,,AT3G01130 (E=1e-023) | unknown protein ,GO:0005575,cellular_component,
Bra001019,Bra001019.1,,AT3G01130 (E=1e-023) | unknown protein ,GO:0016020,membrane,
Bra022081,Bra022081.1,,AT5G46960 (E=3e-052) | invertase/pectin methylesterase inhibitor family protein ,GO:0003674,molecular_function,
Bra022081,Bra022081.1,,AT5G46960 (E=3e-052) | invertase/pectin methylesterase inhibitor family protein ,GO:0030234,enzyme regulator activity,
Bra030221,Bra030221.1,,"AT2G22640 (E=5e-029) HSPC300, BRK1 | BRK1 (BRICK1) ",GO:0005575,cellular_component,
Bra030221,Bra030221.1,,"AT2G22640 (E=5e-029) HSPC300, BRK1 | BRK1 (BRICK1) ",GO:0005737,cytoplasm,
Bra030221,Bra030221.1,,"AT2G22640 (E=5e-029) HSPC300, BRK1 | BRK1 (BRICK1) ",GO:0005856,cytoskeleton,
Bra030221,Bra030221.1,,"AT2G22640 (E=5e-029) HSPC300, BRK1 | BRK1 (BRICK1) ",GO:0003674,molecular_function,
Bra030221,Bra030221.1,,"AT2G22640 (E=5e-029) HSPC300, BRK1 | BRK1 (BRICK1) ",GO:0005488,binding,
Bra030221,Bra030221.1,,"AT2G22640 (E=5e-029) HSPC300, BRK1 | BRK1 (BRICK1) ",GO:0008150,biological_process,
Bra030221,Bra030221.1,,"AT2G22640 (E=5e-029) HSPC300, BRK1 | BRK1 (BRICK1) ",GO:0016043,cellular component organization,
Bra030221,Bra030221.1,,"AT2G22640 (E=5e-029) HSPC300, BRK1 | BRK1 (BRICK1) ",GO:0009987,cellular process,
Bra002186,Bra002186.1,,AT5G18800 (E=1e-060) | NADH-ubiquinone oxidoreductase 19 kDa subunit (NDUFA8) family protein ,GO:0005575,cellular_component,
Bra002186,Bra002186.1,,AT5G18800 (E=1e-060) | NADH-ubiquinone oxidoreductase 19 kDa subunit (NDUFA8) family protein ,GO:0005739,mitochondrion,
Bra002186,Bra002186.1,,AT5G18800 (E=1e-060) | NADH-ubiquinone oxidoreductase 19 kDa subunit (NDUFA8) family protein ,GO:0008150,biological_process,
Bra002186,Bra002186.1,,AT5G18800 (E=1e-060) | NADH-ubiquinone oxidoreductase 19 kDa subunit (NDUFA8) family protein ,GO:0009987,cellular process,
Bra002186,Bra002186.1,,AT5G18800 (E=1e-060) | NADH-ubiquinone oxidoreductase 19 kDa subunit (NDUFA8) family protein ,GO:0008152,metabolic process,
Bra002186,Bra002186.1,,AT5G18800 (E=1e-060) | NADH-ubiquinone oxidoreductase 19 kDa subunit (NDUFA8) family protein ,GO:0006091,generation of precursor metabolites and energy,
Bra031669,Bra031669.1,,AT1G57560 (E=7e-092) AtMYB50 | AtMYB50 (myb domain protein 50); DNA binding / transcription factor ,GO:0005575,cellular_component,
Bra031669,Bra031669.1,,AT1G57560 (E=7e-092) AtMYB50 | AtMYB50 (myb domain protein 50); DNA binding / transcription factor ,GO:0005634,nucleus,
Bra031669,Bra031669.1,,AT1G57560 (E=7e-092) AtMYB50 | AtMYB50 (myb domain protein 50); DNA binding / transcription factor ,GO:0003674,molecular_function,
Bra031669,Bra031669.1,,AT1G57560 (E=7e-092) AtMYB50 | AtMYB50 (myb domain protein 50); DNA binding / transcription factor ,GO:0005488,binding,
Bra031669,Bra031669.1,,AT1G57560 (E=7e-092) AtMYB50 | AtMYB50 (myb domain protein 50); DNA binding / transcription factor ,GO:0003677,DNA binding,
Bra031669,Bra031669.1,,AT1G57560 (E=7e-092) AtMYB50 | AtMYB50 (myb domain protein 50); DNA binding / transcription factor ,GO:0003676,nucleic acid binding,
Bra031669,Bra031669.1,,AT1G57560 (E=7e-092) AtMYB50 | AtMYB50 (myb domain protein 50); DNA binding / transcription factor ,GO:0008150,biological_process,
Bra028933,Bra028933.1,,AT5G56360 (E=3e-245) | calmodulin-binding protein ,GO:0005575,cellular_component,
Bra028933,Bra028933.1,,AT5G56360 (E=3e-245) | calmodulin-binding protein ,GO:0005783,endoplasmic reticulum,
Bra028933,Bra028933.1,,AT5G56360 (E=3e-245) | calmodulin-binding protein ,GO:0008150,biological_process,
Bra028933,Bra028933.1,,AT5G56360 (E=3e-245) | calmodulin-binding protein ,GO:0008152,metabolic process,
Bra028933,Bra028933.1,,AT5G56360 (E=3e-245) | calmodulin-binding protein ,GO:0019538,protein metabolic process,
Bra029663,Bra029663.1,,AT3G07600 (E=6e-037) | heavy-metal-associated domain-containing protein ,GO:0003674,molecular_function,
Bra029663,Bra029663.1,,AT3G07600 (E=6e-037) | heavy-metal-associated domain-containing protein ,GO:0005488,binding,
Bra007614,Bra007614.1,,"AT3G61570 (E=2e-276) GC3, GDAP1 | GDAP1 (GRIP-RELATED ARF-BINDING DOMAIN-CONTAINING ARABIDOPSIS PROTEIN 1); protein binding ",GO:0005575,cellular_component,
Bra007614,Bra007614.1,,"AT3G61570 (E=2e-276) GC3, GDAP1 | GDAP1 (GRIP-RELATED ARF-BINDING DOMAIN-CONTAINING ARABIDOPSIS PROTEIN 1); protein binding ",GO:0005794,Golgi apparatus,
Bra007614,Bra007614.1,,"AT3G61570 (E=2e-276) GC3, GDAP1 | GDAP1 (GRIP-RELATED ARF-BINDING DOMAIN-CONTAINING ARABIDOPSIS PROTEIN 1); protein binding ",GO:0008150,biological_process,
Bra007614,Bra007614.1,,"AT3G61570 (E=2e-276) GC3, GDAP1 | GDAP1 (GRIP-RELATED ARF-BINDING DOMAIN-CONTAINING ARABIDOPSIS PROTEIN 1); protein binding ",GO:0009987,cellular process,
Bra007614,Bra007614.1,,"AT3G61570 (E=2e-276) GC3, GDAP1 | GDAP1 (GRIP-RELATED ARF-BINDING DOMAIN-CONTAINING ARABIDOPSIS PROTEIN 1); protein binding ",GO:0006810,transport,
Bra007614,Bra007614.1,,"AT3G61570 (E=2e-276) GC3, GDAP1 | GDAP1 (GRIP-RELATED ARF-BINDING DOMAIN-CONTAINING ARABIDOPSIS PROTEIN 1); protein binding ",GO:0003674,molecular_function,
Bra007614,Bra007614.1,,"AT3G61570 (E=2e-276) GC3, GDAP1 | GDAP1 (GRIP-RELATED ARF-BINDING DOMAIN-CONTAINING ARABIDOPSIS PROTEIN 1); protein binding ",GO:0005488,binding,
Bra007614,Bra007614.1,,"AT3G61570 (E=2e-276) GC3, GDAP1 | GDAP1 (GRIP-RELATED ARF-BINDING DOMAIN-CONTAINING ARABIDOPSIS PROTEIN 1); protein binding ",GO:0005515,protein binding,
Bra007614,Bra007614.1,,"AT3G61570 (E=2e-276) GC3, GDAP1 | GDAP1 (GRIP-RELATED ARF-BINDING DOMAIN-CONTAINING ARABIDOPSIS PROTEIN 1); protein binding ",GO:0016043,cellular component organization,
Bra035945,Bra035945.1,,"AT5G61000 (E=2e-300) | replication protein, putative ",GO:0003674,molecular_function,
Bra035945,Bra035945.1,,"AT5G61000 (E=2e-300) | replication protein, putative ",GO:0005488,binding,
